Product ID,Title,Vendor,Product Type,Price,Compare Price,SKU,Barcode,Inventory,Weight (g),Tags,Handle,Status
15167717933404,"- Detersivo bici","Muc-Off","Teile > Velopflege",9.90,,"","5037835371000",0,0.0,"bicycle, bike, imported-2025-08-07, imported-ecom, Muc-Off, Teile, traditional, Velopflege","detersivo-bici",active
15167721701724,"- Helme Sutton MIPS Matt Warm Black","Giro Cycling","Zubehör > Helme > Urban",89.30,149.00,"","768686380624",1,0.0,"Giro Cycling, Helme, helmet, imported-2025-08-07, imported-ecom, protection, safety, Zubehör","helme-sutton-mips-matt-warm-black",active
15167711936860,"-Guanto DND Adult - Nero","Giro Cycling","Zubehör > Bekleidung > Handschuhe",18.00,39.00,"","768686022463",1,0.0,"apparel, Bekleidung, clothing, gear, Giro Cycling, imported-2025-08-07, imported-ecom, Zubehör","guanto-dnd-adult-nero",active
15167705874780,"0;5l black","CUBE","Zubehör > Trinkflaschen",7.90,,"13034","4250589419366",0,51.0,"accessory, bottle, CUBE, hydration, imported-2025-08-07, imported-ecom, Trinkflaschen, Zubehör","05l-black",active
15167703646556,"0;5l trasparente","CUBE","Zubehör > Trinkflaschen",5.90,,"13033","4250589419359",0,51.0,"accessory, bottle, CUBE, hydration, imported-2025-08-07, imported-ecom, Trinkflaschen, Zubehör","05l-trasparente",active
15167753945436,"100% - Guanti brisker gialli XL","100%","Zubehör > Bekleidung > Handschuhe",20.00,,"","841269184243",1,0.0,"100%, apparel, Bekleidung, clothing, gear, imported-2025-08-07, imported-ecom, Zubehör","100-guanti-brisker-gialli-xl",active
15167714918748,"164 Halte-Schelle zu IQ X Farbe: SCHWARZ","Busch+Müller","Teile",9.90,,"313049.03","4006021012059",9,0.0,"accessory, Busch+Müller, imported-2025-08-07, imported-ecom, Teile","164-halte-schelle-zu-iq-x-farbe-schwarz",active
15167749194076,"200 hour/1 year Service Kit, Recon RL/TK A1 (2018+) - Kit manutenzione forcella","Rockshox","Teile > Dämpfer & Federgabel",22.00,,"00.4315.032.650","710845808289",2,0.0,"accessory, Dämpfer & Federgabel, imported-2025-08-07, imported-ecom, Rockshox, Teile","200-hour1-year-service-kit-recon-rltk-a1-2018-kit-manutenzione-forcella",active
15167748997468,"3 x Brush Set","Muc-Off","Zubehör > Tools",29.90,34.90,"","5037835220001",0,0.0,"imported-2025-08-07, imported-ecom, maintenance, Muc-Off, repair, tool, Tools, Zubehör","3-x-brush-set",active
15167723209052,"40 komplettes Headset ZS44/28.6 ZS56/30","CANE CREEK","Teile > Lenker",69.90,79.90,"","840226077413",0,0.0,"accessory, CANE CREEK, imported-2025-08-07, imported-ecom, Lenker, Teile","40-komplettes-headset-zs44286-zs5630",active
15167766626652,"46er Sideloader Set","Benno","Zubehör > Kindersitz",175.00,219.90,"A2003","810076250205",0,0.0,"accessory, baby-seat, Benno, child-seat, family, imported-2025-08-07, imported-ecom, Kindersitz, Zubehör","46er-sideloader-set",active
15167761318236,"606 EBIKE 6-48 VOLT","AXA","Zubehör > Lichte",21.99,,"LAA078","8713249282909",2,0.0,"AXA, imported-2025-08-07, imported-ecom, lamp, Lichte, light, safety, visibility, Zubehör","606-ebike-6-48-volt",active
15167752438108,"A-Head stem ST-M15 XLC Comp A-head stem ST-M15, black, 35°, 1 1/8"", Ø 25.4mm, 60mm","GODSPEED ebike","Teile > Lenker",26.01,,"2501535900","4032191794563",0,0.0,"accessory, godspeed-ebike, imported-2025-08-07, imported-ecom, Lenker, Teile","a-head-stem-st-m15-xlc-comp-a-head-stem-st-m15-black-35-1-18-254mm-60mm",active
15167786090844,"Abus Catena ad anello  2.0 6KS/100 con borsa sottosella ST5950 nero","ABUS","Zubehör > Schlösser",69.00,,"11.88222","4003318953637",1,0.0,"ABUS, anti-theft, imported-2025-08-07, imported-ecom, lock, Schlösser, security, Zubehör","abus-catena-ad-anello-20-6ks100-con-borsa-sottosella-st5950-nero",active
15167779995996,"Abus Catena IVY 6KS/100 con custodia ST5950 nero","ABUS","Zubehör > Schlösser",75.00,,"11.82866","4003318690556",0,0.0,"ABUS, anti-theft, imported-2025-08-07, imported-ecom, lock, Schlösser, security, Zubehör","abus-catena-ivy-6ks100-con-custodia-st5950-nero",active
15167761482076,"Abus cilindro batteria DT2 YourPlus","ABUS","Teile > Bosch",54.00,,"","4003318814792",0,0.0,"ABUS, accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile","abus-cilindro-batteria-dt2-yourplus",active
15167779537244,"Abus Schlaufenkette Adaptor Chain 2.0 6KS/100 schwarz","ABUS","Zubehör > Schlösser",49.90,,"11.88221","4003318953606",0,0.0,"ABUS, anti-theft, imported-2025-08-07, imported-ecom, lock, Schlösser, security, Zubehör","abus-schlaufenkette-adaptor-chain-20-6ks100-schwarz",active
15167761580380,"Achsadapter Thule Syntace X-12 (M12x1.0)  160 - 180 mm","THULE","Teile > Räder",69.76,,"3092060000","0872299038541",5,0.0,"accessory, imported-2025-08-07, imported-ecom, Räder, Teile, THULE","achsadapter-thule-syntace-x-12-m12x10-160-180-mm",active
15167763448156,"Achse komplett WH-RS11-R 141 mm (5-6/16"")","SHIMANO","Teile > Räder",24.00,,"Y49998180","4524667394464",0,0.0,"accessory, imported-2025-08-07, imported-ecom, Räder, SHIMANO, Teile","achse-komplett-wh-rs11-r-141-mm-5-616",active
15167763415388,"Achse komplett zu Hinterrad WH-R501-R 141mm","SHIMANO","Teile > Räder",28.80,,"Y4SK98030","4524667983927",1,0.0,"accessory, imported-2025-08-07, imported-ecom, Räder, SHIMANO, Teile","achse-komplett-zu-hinterrad-wh-r501-r-141mm",active
15167773606236,"ACID - Pannier Bag PRO 20/2 SMLink","ACID","Zubehör > Velotaschen",119.90,139.90,"93101","4054571157010",3,2.0,"ACID, bag, imported-2025-08-07, imported-ecom, pannier, storage, Velotaschen, Zubehör","acid-pannier-bag-pro-202-smlink",active
15167755419996,"ACID - Pedivelle TREKKING HYBRID - 165mm","ACID","Teile > Pedale",64.90,,"93280","4054571201393",3,0.0,"accessory, ACID, imported-2025-08-07, imported-ecom, Pedale, Teile","acid-pedivelle-trekking-hybrid-165mm",active
15167772852572,"ACID Bell ALPHA 22,2","ACID","Zubehör > Klingeln",16.90,,"93340","4054571155672",2,0.0,"accessory, ACID, imported-2025-08-07, imported-ecom, Klingeln, Zubehör","acid-bell-alpha-222",active
15167787663708,"ACID Bike Chain Oil Pro 50ml","ACID","Zubehör > Werkstatt / Werkzeuge",6.90,,"93422","4054571163950",9,0.0,"ACID, imported-2025-08-07, imported-ecom, maintenance, repair, tool, Werkstatt / Werkzeuge, workshop, Zubehör","acid-bike-chain-oil-pro-50ml",active
15167787598172,"ACID Bike Chain Spray 300ml","ACID","Zubehör > Werkstatt / Werkzeuge",14.90,,"93421","4054571163943",9,0.0,"ACID, imported-2025-08-07, imported-ecom, maintenance, repair, tool, Werkstatt / Werkzeuge, workshop, Zubehör","acid-bike-chain-spray-300ml",active
15167786811740,"ACID Bike Drivetrain Cleaner 300ml","ACID","Zubehör > Werkstatt / Werkzeuge",14.90,,"93426","4054571164018",9,0.0,"ACID, imported-2025-08-07, imported-ecom, maintenance, repair, tool, Werkstatt / Werkzeuge, workshop, Zubehör","acid-bike-drivetrain-cleaner-300ml",active
15167787630940,"ACID Bike Frame Protection 300ml","ACID","Zubehör > Werkstatt / Werkzeuge",14.90,,"93427","4054571164025",5,0.0,"ACID, imported-2025-08-07, imported-ecom, maintenance, repair, tool, Werkstatt / Werkzeuge, workshop, Zubehör","acid-bike-frame-protection-300ml",active
15167767544156,"ACID Carrier Basket 30 Trunk RILink 2.0","ACID","Zubehör > Körbe",39.90,44.90,"93359","4054571163882",16,2.0,"accessory, ACID, basket, carrier, imported-2025-08-07, imported-ecom, Körbe, storage, Zubehör","acid-carrier-basket-30-trunk-rilink-20",active
15167770362204,"ACID Carrier GRAVEL","ACID","Zubehör > Gepäckträger",54.90,,"93395","4054571186386",0,0.0,"ACID, adventure, carrier, Gepäckträger, gravel, imported-2025-08-07, imported-ecom, luggage, rack, Zubehör","acid-carrier-gravel",active
15167772983644,"ACID Carrier SIC 28"" RILink","ACID","Zubehör > Gepäckträger",64.90,,"92048","4250589488089",0,0.0,"ACID, carrier, Gepäckträger, imported-2025-08-07, imported-ecom, luggage, rack, Zubehör","acid-carrier-sic-28-rilink",active
15167773442396,"ACID Carrier SIC RAIL 28""","ACID","Zubehör > Gepäckträger",49.90,54.90,"94806","4054571167910",0,0.0,"ACID, carrier, Gepäckträger, imported-2025-08-07, imported-ecom, luggage, rack, Zubehör","acid-carrier-sic-rail-28",active
15167776719196,"ACID Chain Lock CORVID PRO K120","ACID","Zubehör > Schlösser",59.90,,"13309","4054571182890",0,0.0,"ACID, anti-theft, imported-2025-08-07, imported-ecom, lock, Schlösser, security, Zubehör","acid-chain-lock-corvid-pro-k120",active
15167781568860,"ACID Chainguard IC 3.0 Hybrid Trekking","ACID","Teile > Getriebe und Übersetzung",16.90,,"93537","4054571237705",3,0.0,"accessory, ACID, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, Teile","acid-chainguard-ic-30-hybrid-trekking",active
15167781601628,"ACID Chainguard IC 3.0 Hybrid Trekking Mounting Plate","ACID","Teile > Getriebe und Übersetzung",3.50,,"93538","4054571237712",4,0.0,"accessory, ACID, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, Teile","acid-chainguard-ic-30-hybrid-trekking-mounting-plate",active
15167778259292,"ACID Disc Brake Pad Avid Elixir Trail X0/X9/X7, SRAM Guide R Organic","ACID","Teile > Bremsen",18.90,,"93649","4054571164292",10,0.0,"accessory, ACID, Bremsen, disc-brake, imported-2025-08-07, imported-ecom, sram, Teile","acid-disc-brake-pad-avid-elixir-trail-x0x9x7-sram-guide-r-organic",active
15167776751964,"ACID Disc Brake Pad Shimano Deore BR-M505/515/525/445/446 MT200/400","ACID","Teile > Bremsen",18.90,,"2407","4054571164193",105,0.0,"accessory, ACID, Bremsen, disc-brake, imported-2025-08-07, imported-ecom, shimano, Teile","acid-disc-brake-pad-shimano-deore-br-m505515525445446-mt200400",active
15167776817500,"ACID Disc Brake Pad Shimano Saint BR-M820/810, Zee BR-M640, BR-M8020, MT520","ACID","Teile > Bremsen",21.90,,"93642","4054571164223",12,0.0,"accessory, ACID, Bremsen, disc-brake, imported-2025-08-07, imported-ecom, shimano, Teile","acid-disc-brake-pad-shimano-saint-br-m820810-zee-br-m640-br-m8020-mt520",active
15167776915804,"ACID Disc Brake Pad Shimano Saint BR-M820/810, Zee BR-M640, BR-M8020, MT520 Organic","ACID","Teile > Bremsen",18.90,,"93643","4054571164230",45,0.0,"accessory, ACID, Bremsen, disc-brake, imported-2025-08-07, imported-ecom, shimano, Teile","acid-disc-brake-pad-shimano-saint-br-m820810-zee-br-m640-br-m8020-mt520-organic",active
15167771443548,"ACID E-Bike Front Light PRO-E 140 High Beam BES3","ACID","Zubehör > Lichte",159.90,,"93812","4054571222114",0,0.0,"ACID, imported-2025-08-07, imported-ecom, lamp, Lichte, light, safety, visibility, Zubehör","acid-e-bike-front-light-pro-e-140-high-beam-bes3",active
15167781437788,"ACID E-Bike Front Light PRO-E 60 CMPT BES3","ACID","Zubehör > Lichte",34.90,,"93814","4054571222138",4,0.0,"ACID, imported-2025-08-07, imported-ecom, lamp, Lichte, light, safety, visibility, Zubehör","acid-e-bike-front-light-pro-e-60-cmpt-bes3",active
15167782486364,"ACID E-Bike Frontlicht PRO-E 60 CMPT X-Connect","ACID","Zubehör > Lichte",34.90,,"94891","4054571168535",9,0.0,"ACID, imported-2025-08-07, imported-ecom, lamp, Lichte, light, safety, visibility, Zubehör","acid-e-bike-frontlicht-pro-e-60-cmpt-x-connect",active
15167731204444,"ACID E-Bike Schutzblechrücklicht PRO-E (12V) BES3","ACID","Zubehör > Lichte",14.90,21.90,"93815","4054571222145",51,0.0,"ACID, imported-2025-08-07, imported-ecom, lamp, Lichte, light, safety, visibility, Zubehör","acid-e-bike-schutzblechruecklicht-pro-e-12v-bes3",active
15167783633244,"ACID Einteiliger Bremsschuh V-Brake","ACID","Teile > Bremsen",5.90,7.50,"93659","4054571164391",8,0.0,"accessory, ACID, Bremsen, imported-2025-08-07, imported-ecom, Teile","acid-einteiliger-bremsschuh-v-brake",active
15167782945116,"ACID Fahrradständer CM ROOKIE EASY M","ACID","Zubehör > Ständer",9.90,10.90,"98316","4054571168337",0,0.0,"ACID, imported-2025-08-07, imported-ecom, kickstand, parking, stand, Ständer, Zubehör","acid-fahrradstaender-cm-rookie-easy-m",active
15167769870684,"ACID Fahrradständer FM PRO","ACID","Zubehör > Ständer",39.90,,"93469","4054571188076",22,0.0,"ACID, imported-2025-08-07, imported-ecom, kickstand, parking, stand, Ständer, Zubehör","acid-fahrradstaender-fm-pro",active
15167780618588,"ACID Fahrradständer FM ROOKIE EASY M","ACID","Zubehör > Ständer",13.90,16.90,"98314","4054571168313",2,0.0,"ACID, imported-2025-08-07, imported-ecom, kickstand, parking, stand, Ständer, Zubehör","acid-fahrradstaender-fm-rookie-easy-m",active
15167778619740,"ACID Fahrradständer FM ROOKIE EASY S","ACID","Zubehör > Ständer",12.90,16.90,"98313","4054571168306",14,0.0,"ACID, imported-2025-08-07, imported-ecom, kickstand, parking, stand, Ständer, Zubehör","acid-fahrradstaender-fm-rookie-easy-s",active
15167712166236,"ACID Fahrradständer UNIVERSAL Kettenstrebe","ACID","Zubehör > Ständer",16.90,24.90,"92040","4054571144782",30,0.0,"ACID, imported-2025-08-07, imported-ecom, kickstand, parking, stand, Ständer, Zubehör","acid-fahrradstaender-universal-kettenstrebe",active
15167783240028,"ACID Faltschloss RIGID PURE C120 black 1200mm","ACID","Zubehör > Schlösser",79.90,89.90,"93515","4054571237422",3,0.0,"ACID, anti-theft, imported-2025-08-07, imported-ecom, lock, Schlösser, security, Zubehör","acid-faltschloss-rigid-pure-c120-black-1200mm",active
15167744737628,"ACID Faltschloss RIGID PURE K120","ACID","Zubehör > Schlösser",79.90,89.90,"93352","4054571151551",6,1.0,"ACID, anti-theft, imported-2025-08-07, imported-ecom, lock, Schlösser, security, Zubehör","acid-faltschloss-rigid-pure-k120",active
15167763546460,"ACID Flaschenhalter HPP matt black´n´glossy black","ACID","Zubehör > Trinkflaschen",14.90,18.90,"93326","4054571143082",0,0.0,"accessory, ACID, bottle, hydration, imported-2025-08-07, imported-ecom, Trinkflaschen, Zubehör","acid-flaschenhalter-hpp-matt-blacknglossy-black",active
15167783272796,"ACID Folding Lock RIGID PURE C100 black 1000mm","ACID","Zubehör > Schlösser",69.90,74.90,"93514","4054571237415",14,0.0,"ACID, anti-theft, compact, folding, imported-2025-08-07, imported-ecom, lock, Schlösser, security, Zubehör","acid-folding-lock-rigid-pure-c100-black-1000mm",active
15167763579228,"ACID Frame Mount STASH for Tool HUSK","ACID","Zubehör",5.50,,"93887","4054571190697",0,0.0,"accessory, ACID, imported-2025-08-07, imported-ecom, Zubehör","acid-frame-mount-stash-for-tool-husk",active
15167778193756,"ACID Front Carrier COMPACT 20""","ACID","Zubehör > Gepäckträger",34.90,44.90,"93151","4054571181251",5,1.0,"ACID, carrier, Gepäckträger, imported-2025-08-07, imported-ecom, luggage, rack, Zubehör","acid-front-carrier-compact-20",active
15167707382108,"ACID Gepäckträgerkorb 20 RILink Rattan","ACID","Zubehör > Körbe",39.90,54.90,"93125","4250589485682",11,2.0,"accessory, ACID, basket, carrier, imported-2025-08-07, imported-ecom, Körbe, storage, Zubehör","acid-gepaecktraegerkorb-20-rilink-rattan",active
15167771836764,"ACID Gepäckträgerkorb 25 RILink","ACID","Zubehör > Körbe",44.90,44.90,"93122","4250589485651",10,2.0,"accessory, ACID, basket, carrier, imported-2025-08-07, imported-ecom, Körbe, storage, Zubehör","acid-gepaecktraegerkorb-25-rilink",active
15167783666012,"ACID Gepäckträgerkorb 25 RILink Rattan","ACID","Zubehör > Körbe",49.90,54.90,"93123","4250589485668",0,2.0,"accessory, ACID, basket, carrier, imported-2025-08-07, imported-ecom, Körbe, storage, Zubehör","acid-gepaecktraegerkorb-25-rilink-rattan",active
15167787041116,"ACID Grips DISRUPT Black 30.5mm","ACID","Teile > Griffe",26.90,,"11581","4054571190611",1,0.0,"accessory, ACID, Griffe, imported-2025-08-07, imported-ecom, Teile","acid-grips-disrupt-black-305mm",active
15167772393820,"ACID Grips ICON PRO","ACID","Teile > Griffe",16.90,,"94781","4054571190468",-1,0.0,"accessory, ACID, Griffe, imported-2025-08-07, imported-ecom, Teile","acid-grips-icon-pro",active
15167778095452,"ACID Grips ICON PRO Orange","ACID","Teile > Griffe",12.90,16.90,"94787","4054571230188",0,0.0,"accessory, ACID, Griffe, imported-2025-08-07, imported-ecom, Teile","acid-grips-icon-pro-orange",active
15167786582364,"ACID Grips KIDS 16.0 with Bumper","ACID","Teile > Griffe",10.90,,"13123","4054571186461",0,0.0,"accessory, ACID, Griffe, imported-2025-08-07, imported-ecom, Teile","acid-grips-kids-160-with-bumper",active
15167718555996,"ACID Handlebar Mount for KIOX","ACID","Zubehör",6.50,,"93071","4250589488201",0,0.0,"accessory, ACID, imported-2025-08-07, imported-ecom, Zubehör","acid-handlebar-mount-for-kiox",active
15167748243804,"ACID Kabelschloss CORVID C180 black 12 x 1800 mm","ACID","Zubehör > Schlösser",21.90,,"13327","4250589499818",1,0.0,"ACID, anti-theft, imported-2025-08-07, imported-ecom, lock, Schlösser, security, Zubehör","acid-kabelschloss-corvid-c180-black-12-x-1800-mm",active
15167782420828,"ACID Kabelschloss CORVID K180 black 12 x 1800mm","ACID","Zubehör > Schlösser",21.90,,"13333","4250589483527",1,1.0,"ACID, anti-theft, imported-2025-08-07, imported-ecom, lock, Schlösser, security, Zubehör","acid-kabelschloss-corvid-k180-black-12-x-1800mm",active
